name,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,mhi,emhi,grpsig_gapper,grprproj_smooth,grprproj_stack,grpabsrmag,logmh_dyn,grpsig,logmh_dyn_gapper,grpsig_smooth,logmh,grpn,grprproj,grp,grpsig_stack,logmh_dyn_smooth
rf0349 ,0.01,0.7,0.02,0.01,0.29,0.05,14.95,0.09,-99.0,22.61,0.04,1.2100001,0.04,0.31,0.52,0.12,38.022288,0.07,-99.0,15.59,2.56,18.09,15.9,17.36,1.03,2.29,-0.06,-99.0,17.0,0.95,0.22,7.76,-99.0,0.03,3.73,4.56,2.46,2.14,9.17,-99.0,6620.09,-99.0,0.02,-17.62,3.12,16.72,0.23,0.03,0.04,6738.3,0.93,0.17,0.02,14.73,19.61,1,51814300.0,0.0,238.091,0.443666,123.918,-23.1627,13.8575,235.53,13.8669,123.918,13.3669,17.0,0.443666,243.0,238.091,13.9983
rf0350 ,0.01,0.77,0.02,0.01,0.03,0.05,12.25,0.09,12.11,20.26,0.04,1.2474547,0.02,0.03,0.05,0.13,38.042919,0.07,0.04,12.98,3.17,15.75,13.57,14.96,1.12,2.49,-0.05,12.3,14.56,0.6,0.23,12.29,0.06,0.02,4.07,4.99,2.7,2.35,10.19,-99.0,6620.09,-99.0,0.03,-19.88,3.41,14.28,0.23,0.03,0.03,6323.4,0.17,0.11,0.02,12.48,17.49,1,849803000.0,0.0,238.091,0.443666,123.918,-23.1627,13.8575,235.53,13.8669,123.918,13.3669,17.0,0.443666,243.0,238.091,13.9983
rf0351 ,0.01,0.42,0.02,0.01,0.21,0.05,14.43,0.09,14.44,19.41,0.04,0.67188949,0.03,0.2,0.12,0.13,38.081297,0.07,0.18,15.63,3.24,17.2,15.63,16.7,0.63,1.76,0.11,14.43,16.45,0.62,0.23,8.68,0.25,0.02,2.94,3.72,1.8,1.59,9.07,-99.0,6579.06,-99.0,0.03,-18.23,2.54,16.28,0.23,0.03,0.06,6567.0,0.04,0.11,0.02,14.85,18.43,1,763984000.0,65475100.0,251.425,0.318835,129.586,-22.4775,13.7427,243.437,13.7707,129.586,12.7679,13.0,0.318835,244.0,251.425,13.9022
rf0352 ,0.01,0.72,0.02,0.01,0.37,0.05,-99.0,0.09,13.91,21.68,0.04,1.1750138,0.03,-99.0,0.42,0.13,38.090155,0.07,0.34,14.31,2.05,17.52,15.22,16.78,1.05,2.4,-0.04,14.29,16.4,0.92,0.23,6.77,0.07,0.02,3.89,4.79,2.54,2.21,9.33,-99.0,6620.09,-99.0,0.02,-18.14,3.3,16.12,0.23,0.03,0.17,6544.9,0.3,0.24,0.02,14.24,19.04,1,61717700.0,0.0,238.091,0.443666,123.918,-23.1627,13.8575,235.53,13.8669,123.918,13.3669,17.0,0.443666,243.0,238.091,13.9983
rf0353 ,0.01,0.21,0.02,0.01,0.25,0.05,16.06,0.09,-99.0,19.47,0.03,0.9641972,0.05,0.31,0.55,0.12,38.104074,0.06,-99.0,-99.0,1.63,18.4,17.07,18.11,0.36,1.48,0.09,-99.0,17.97,0.71,0.21,3.93,-99.0,0.03,2.22,3.03,1.09,0.95,8.15,-99.0,7154.3,-99.0,0.04,-16.97,2.3,17.8,0.21,0.03,0.04,7056.1,0.17,-99.0,0.03,16.38,19.11,0,698891000.0,0.0,87.0272,44.9061,44.9061,-18.4121,11.8701,69.4377,12.0662,44.9061,11.0289,1.0,0.0525496,249.0,44.9061,11.7099
rf0354 ,0.02,0.49,0.03,0.01,0.18,0.06,13.98,0.11,-99.0,19.36,0.04,0.23382533,0.04,0.66,0.21,0.14,38.125151,0.08,-99.0,15.13,5.0,17.07,15.55,16.51,0.74,1.95,0.1,14.25,16.24,0.92,0.25,12.5,0.2,0.02,3.14,3.97,1.93,1.68,9.17,-99.0,6229.1,-99.0,0.02,-18.32,2.78,16.01,0.26,0.03,0.05,6239.1,0.08,0.21,0.02,14.34,18.26,1,206495000.0,17736000.0,115.139,24.2636,24.2636,-21.7936,13.0072,108.127,13.0618,24.2636,12.2929,2.0,0.297167,250.0,24.2636,11.0266
rf0355 ,0.01,0.73,0.02,0.01,0.03,0.05,12.12,0.09,12.13,20.05,0.04,1.0942426,0.03,0.05,0.05,0.12,38.146252,0.07,0.08,13.0,6.75,15.52,13.53,14.74,1.06,2.34,-0.02,12.38,14.26,0.78,0.22,24.64,0.04,0.04,3.81,4.66,2.53,2.19,10.25,-99.0,6620.09,-99.0,0.02,-20.23,3.19,14.08,0.23,0.03,0.08,6702.4,0.28,0.13,0.02,12.4,17.06,1,879849000.0,0.0,238.091,0.443666,123.918,-23.1627,13.8575,235.53,13.8669,123.918,13.3669,17.0,0.443666,243.0,238.091,13.9983
rf0356 ,0.01,0.62,0.02,0.01,0.37,0.05,14.49,0.09,14.19,21.23,0.03,0.97644084,0.05,0.15,0.67,0.12,38.152475,0.06,0.45,-99.0,5.73,17.66,15.83,17.0,0.88,2.1,-0.03,-99.0,16.64,0.66,0.21,14.59,-99.0,0.03,3.45,4.24,2.23,1.96,9.03,-99.0,6620.09,-99.0,0.05,-17.92,2.89,16.54,0.21,0.03,0.1,6532.9,0.29,-99.0,0.04,14.86,19.04,1,51547300.0,0.0,238.091,0.443666,123.918,-23.1627,13.8575,235.53,13.8669,123.918,13.3669,17.0,0.443666,243.0,238.091,13.9983
rf0357 ,0.01,0.39,0.02,0.01,-99.0,0.05,-99.0,0.09,-99.0,19.28,0.04,1.0935827,0.2,-99.0,-99.0,0.12,38.153393,0.07,-99.0,14.58,22.57,17.0,-99.0,16.5,0.62,1.85,0.14,14.45,15.8,0.25,0.22,42.21,0.98,0.22,3.08,3.96,1.85,1.63,9.03,-99.0,6620.09,-99.0,0.18,-18.41,2.72,16.03,0.23,0.03,0.21,6532.9,0.08,0.43,0.11,-99.0,17.67,1,1169720000.0,53351700.0,238.091,0.443666,123.918,-23.1627,13.8575,235.53,13.8669,123.918,13.3669,17.0,0.443666,243.0,238.091,13.9983
rf0358 ,0.02,0.15,0.03,0.01,0.18,0.06,13.76,0.11,13.33,16.73,0.04,0.59446632,0.02,0.07,-99.0,0.15,38.15924,0.08,0.09,14.23,5.18,15.61,-99.0,15.36,0.25,1.23,0.22,13.61,15.22,0.44,0.27,21.99,0.09,0.02,2.07,2.77,1.08,0.99,9.09,-99.0,6579.06,-99.0,0.03,-19.59,1.93,15.1,0.27,0.03,0.03,6577.4,0.05,0.32,0.03,13.69,16.44,1,2396200000.0,208365000.0,251.425,0.318835,129.586,-22.4775,13.7427,243.437,13.7707,129.586,12.7679,13.0,0.318835,244.0,251.425,13.9022
rf0359 ,0.02,0.43,0.03,0.01,0.07,0.06,11.53,0.11,11.51,16.33,0.04,0.61766754,0.03,0.02,-99.0,0.15,38.163729,0.08,0.05,12.27,7.86,14.44,-99.0,13.95,0.66,1.92,-0.05,11.68,13.69,0.74,0.27,15.69,0.01,0.02,3.01,3.88,1.75,1.51,10.03,-99.0,6579.06,-99.0,0.02,-20.86,2.79,13.5,0.27,0.03,0.03,6177.5,0.03,0.02,0.02,11.72,15.57,1,2352620000.0,202178000.0,251.425,0.318835,129.586,-22.4775,13.7427,243.437,13.7707,129.586,12.7679,13.0,0.318835,244.0,251.425,13.9022
rf0360 ,0.02,0.21,0.03,0.01,0.58,0.06,-99.0,0.11,-99.0,19.16,0.04,-0.7017113,1.02,-99.0,0.53,0.14,38.165263,0.08,-99.0,-99.0,4.91,17.98,17.51,17.69,0.35,1.44,-0.06,-99.0,17.53,0.87,0.26,9.94,-99.0,0.02,2.27,3.06,1.18,1.05,8.27,-99.0,6727.1,-99.0,0.02,-17.3,2.22,17.27,0.26,0.03,0.03,6727.1,0.02,-99.0,0.03,16.16,18.85,1,588934000.0,67117500.0,0.0,0.0,0.0,-17.2987,0.0,0.0,0.0,0.0,10.8899,1.0,0.0,251.0,0.0,0.0
rf0361 ,0.02,0.75,0.03,0.01,0.03,0.06,10.31,0.11,10.27,18.49,0.04,0.26013018,0.02,0.05,0.01,0.14,38.167344,0.08,0.04,11.2,14.06,13.86,11.7,13.1,1.09,2.47,-0.06,10.53,12.71,0.42,0.26,36.78,0.07,0.02,4.02,4.93,2.64,2.3,10.83,-99.0,6229.1,-99.0,0.02,-21.72,3.39,12.44,0.26,0.03,0.04,6219.1,0.05,0.02,0.02,10.53,15.56,1,1899040000.0,0.0,115.139,24.2636,24.2636,-21.7936,13.0072,108.127,13.0618,24.2636,12.2929,2.0,0.297167,250.0,24.2636,11.0266
rf0362 ,0.01,0.74,0.02,0.01,0.14,0.05,-99.0,0.09,11.57,20.1,0.03,0.97056287,0.02,-99.0,-99.0,0.12,38.177384,0.06,0.06,12.86,5.12,15.35,-99.0,14.6,1.08,2.41,-0.01,12.19,14.21,0.68,0.21,20.46,0.07,0.09,3.92,4.83,2.59,2.25,10.29,-99.0,6620.09,-99.0,0.02,-20.39,3.32,13.96,0.22,0.03,0.03,6764.8,0.13,0.08,0.02,12.23,16.96,1,1004250000.0,0.0,238.091,0.443666,123.918,-23.1627,13.8575,235.53,13.8669,123.918,13.3669,17.0,0.443666,243.0,238.091,13.9983
rf0363 ,0.02,0.04,0.02,0.01,0.25,0.06,14.02,0.1,13.09,16.26,0.04,0.67806565,0.02,0.19,-99.0,0.14,38.197825,0.08,0.23,14.6,2.67,15.65,-99.0,15.58,0.07,0.98,0.06,14.1,15.55,0.68,0.25,8.63,0.18,0.03,1.57,2.25,0.65,0.62,8.89,-99.0,6579.06,-99.0,0.02,-19.46,1.66,15.48,0.26,0.03,0.03,6885.6,0.02,0.15,0.02,13.93,16.3,1,5037680000.0,258527000.0,251.425,0.318835,129.586,-22.4775,13.7427,243.437,13.7707,129.586,12.7679,13.0,0.318835,244.0,251.425,13.9022
rf0364 ,0.01,0.31,0.02,0.01,0.39,0.05,13.45,0.09,13.1,17.64,0.04,1.1639378,0.02,0.12,0.19,0.12,38.204179,0.07,0.09,14.2,6.46,15.96,14.55,15.59,0.49,1.66,-0.11,13.61,15.38,0.55,0.22,13.63,0.08,0.03,2.67,3.5,1.5,1.32,9.25,-99.0,6620.09,-99.0,0.02,-19.39,2.49,15.21,0.22,0.03,0.03,6738.6,0.04,0.08,0.02,13.19,16.99,1,2624440000.0,262444000.0,238.091,0.443666,123.918,-23.1627,13.8575,235.53,13.8669,123.918,13.3669,17.0,0.443666,243.0,238.091,13.9983
rf0365 ,0.02,0.6,0.03,0.01,0.4,0.06,14.67,0.11,-99.0,20.92,0.04,0.66106589,0.03,0.19,0.14,0.14,38.209305,0.08,-99.0,15.57,1.97,18.06,16.17,17.41,0.9,2.23,-0.02,-99.0,17.07,0.85,0.25,5.11,-99.0,0.02,3.64,4.54,2.31,2.01,8.93,-99.0,6579.06,-99.0,0.02,-17.46,3.13,16.81,0.26,0.03,0.11,6353.5,0.29,0.16,0.02,14.92,19.44,1,57608200.0,0.0,251.425,0.318835,129.586,-22.4775,13.7427,243.437,13.7707,129.586,12.7679,13.0,0.318835,244.0,251.425,13.9022
rf0366 ,0.01,0.31,0.02,0.01,0.15,0.05,14.2,0.09,14.03,18.55,0.03,-0.35324987,0.05,0.15,0.36,0.12,38.209008,0.06,0.14,15.3,4.1,16.98,15.6,16.6,0.5,1.72,-0.09,14.41,16.4,0.37,0.21,10.44,0.12,0.02,2.71,3.58,1.49,1.3,8.77,-99.0,6146.6,-99.0,0.05,-18.18,2.59,16.22,0.22,0.03,0.08,6146.6,0.09,0.18,0.03,14.57,17.96,1,1781310000.0,145641000.0,0.0,0.0,0.0,-18.1841,0.0,0.0,0.0,0.0,11.0479,1.0,0.0,252.0,0.0,0.0
rf0367 ,0.01,0.38,0.02,0.01,0.44,0.05,15.47,0.09,-99.0,19.91,0.03,1.1492129,0.07,0.58,0.24,0.12,38.211703,0.06,-99.0,-99.0,2.82,18.06,16.79,17.62,0.6,1.81,0.05,14.98,17.38,0.65,0.22,7.96,0.33,0.02,2.89,3.74,1.68,1.46,8.55,-99.0,6620.09,-99.0,0.02,-17.28,2.66,17.17,0.22,0.03,0.07,6496.4,0.1,-99.0,0.02,15.56,19.11,1,314410000.0,26027300.0,238.091,0.443666,123.918,-23.1627,13.8575,235.53,13.8669,123.918,13.3669,17.0,0.443666,243.0,238.091,13.9983
rf0368 ,0.02,0.24,0.02,0.01,0.18,0.06,15.82,0.1,-99.0,19.17,0.04,0.68344016,0.04,0.47,-99.0,0.14,38.232817,0.07,-99.0,15.47,2.3,17.97,-99.0,17.67,0.39,1.51,-0.02,-99.0,17.5,0.7,0.24,5.15,-99.0,0.02,2.32,3.12,1.19,1.04,8.27,-99.0,6579.06,-99.0,0.03,-17.28,2.31,17.38,0.25,0.03,0.03,6619.5,0.08,0.58,0.02,15.82,18.81,1,534236000.0,39405200.0,251.425,0.318835,129.586,-22.4775,13.7427,243.437,13.7707,129.586,12.7679,13.0,0.318835,244.0,251.425,13.9022
rf0369 ,0.01,0.69,0.02,0.01,0.34,0.05,13.89,0.09,14.22,21.68,0.03,1.2307903,0.06,0.68,0.39,0.12,38.233171,0.06,0.3,14.78,4.75,17.45,15.29,16.74,1.01,2.29,-0.02,14.32,16.39,0.76,0.21,11.95,0.31,0.02,3.73,4.58,2.45,2.13,9.31,-99.0,6620.09,-99.0,0.02,-18.11,3.14,16.07,0.21,0.03,0.2,6362.7,0.46,0.37,0.02,14.3,18.92,1,50141900.0,0.0,238.091,0.443666,123.918,-23.1627,13.8575,235.53,13.8669,123.918,13.3669,17.0,0.443666,243.0,238.091,13.9983
rf0370 ,0.01,0.48,0.02,0.01,0.6,0.05,-99.0,0.1,-99.0,20.77,0.04,0.44680142,0.04,-99.0,0.41,0.13,38.247522,0.07,-99.0,15.68,3.22,17.95,16.2,17.4,0.71,1.94,0.05,-99.0,17.14,0.62,0.23,8.64,-99.0,0.03,3.25,4.1,2.03,1.79,8.75,-99.0,6791.45,-99.0,0.03,-17.63,2.79,16.97,0.24,0.03,0.13,6847.5,0.13,0.3,0.02,14.92,19.24,1,441793000.0,36871000.0,99.3461,97.415,97.415,-21.2286,11.6246,79.2667,11.8207,97.415,11.9809,2.0,0.0229135,253.0,97.415,12.7095
rf0371 ,0.02,0.72,0.02,0.01,0.11,0.06,12.74,0.1,12.5,20.51,0.04,0.67419251,0.03,0.25,-99.0,0.14,38.253697,0.07,0.37,13.74,3.74,16.16,-99.0,15.4,1.06,2.36,-0.05,12.88,15.01,0.53,0.24,13.48,0.08,0.02,3.85,4.73,2.54,2.21,9.97,-99.0,6579.06,-99.0,0.02,-19.65,3.25,14.75,0.25,0.03,0.09,6923.4,0.19,0.03,0.02,12.98,17.77,1,237487000.0,0.0,251.425,0.318835,129.586,-22.4775,13.7427,243.437,13.7707,129.586,12.7679,13.0,0.318835,244.0,251.425,13.9022
rf0372 ,0.01,0.58,0.02,0.01,0.03,0.05,11.0,0.1,10.97,17.54,0.04,0.42092388,0.02,0.05,0.15,0.13,38.255238,0.07,0.06,11.9,6.58,14.44,12.31,13.8,0.88,2.31,-0.06,11.24,13.46,0.59,0.23,23.74,0.05,0.02,3.73,4.68,2.3,2.0,10.43,-99.0,6791.45,-99.0,0.02,-21.19,3.26,13.21,0.24,0.03,0.03,6735.4,0.05,0.03,0.02,11.33,15.91,1,976812000.0,0.0,99.3461,97.415,97.415,-21.2286,11.6246,79.2667,11.8207,97.415,11.9809,2.0,0.0229135,253.0,97.415,12.7095
rf0373 ,0.02,0.37,0.02,0.01,0.32,0.06,14.74,0.1,-99.0,19.84,0.04,0.69382174,0.05,2.21,-99.0,0.14,38.268212,0.07,-99.0,-99.0,5.79,17.99,-99.0,17.55,0.59,1.84,0.07,-99.0,17.31,0.34,0.24,15.19,-99.0,0.02,2.92,3.8,1.67,1.45,8.61,-99.0,6579.06,-99.0,0.02,-17.51,2.72,17.14,0.25,0.03,0.05,6961.4,0.07,-99.0,0.02,15.37,19.12,1,843774000.0,62831800.0,251.425,0.318835,129.586,-22.4775,13.7427,243.437,13.7707,129.586,12.7679,13.0,0.318835,244.0,251.425,13.9022
rf0374 ,0.01,0.22,0.02,0.01,0.71,0.05,14.74,0.08,-99.0,18.43,0.03,0.93123969,0.12,0.62,0.38,0.11,38.269063,0.06,-99.0,-99.0,7.06,16.94,15.88,16.65,0.36,1.45,-0.07,14.6,16.5,0.74,0.2,14.71,0.5,0.02,2.39,3.18,1.3,1.16,8.67,-99.0,6620.09,-99.0,0.02,-18.26,2.24,16.33,0.21,0.03,0.04,6521.4,0.03,-99.0,0.02,15.16,17.88,1,1024160000.0,143382000.0,238.091,0.443666,123.918,-23.1627,13.8575,235.53,13.8669,123.918,13.3669,17.0,0.443666,243.0,238.091,13.9983
rf0375 ,0.01,0.55,0.02,0.01,0.09,0.05,11.37,0.1,11.34,16.59,0.04,1.1400209,0.02,0.07,0.03,0.13,38.381614,0.07,0.05,12.21,5.87,14.56,12.65,13.96,0.85,2.16,-0.14,11.55,13.64,0.95,0.23,16.97,0.03,0.02,3.34,4.24,2.02,1.73,10.33,-99.0,6316.8,-99.0,0.02,-20.89,3.07,13.38,0.24,0.03,0.14,6316.8,0.03,0.06,0.03,11.59,15.76,1,3709090000.0,172963000.0,0.0,0.0,0.0,-20.8905,0.0,0.0,0.0,0.0,11.8179,1.0,0.0,255.0,0.0,0.0
rf0376 ,0.01,0.61,0.02,0.01,0.43,0.05,14.14,0.09,14.06,20.63,0.03,1.0809076,0.03,0.28,0.24,0.12,38.46348,0.06,0.5,14.61,5.11,17.16,15.57,16.53,0.88,2.1,-0.02,14.01,16.21,0.76,0.21,14.48,0.19,0.02,3.45,4.25,2.23,1.96,9.23,-99.0,6665.9,-99.0,0.05,-18.41,2.9,15.98,0.21,0.03,0.07,6596.3,0.27,0.28,0.03,14.57,18.6,1,100893000.0,18310200.0,82.242,75.8044,75.8044,-20.8279,12.0053,77.7957,12.0536,75.8044,11.7799,2.0,0.0571603,256.0,75.8044,12.4087
rf0377 ,0.01,0.75,0.02,0.01,0.02,0.05,11.3,0.09,11.31,19.25,0.03,1.1371926,0.02,0.46,0.03,0.12,38.465215,0.06,0.08,12.35,4.09,15.1,12.82,14.3,1.12,2.62,-0.04,11.63,13.88,0.75,0.21,13.89,0.03,0.02,4.26,5.23,2.76,2.39,10.45,-99.0,6665.9,-99.0,0.02,-20.68,3.59,13.57,0.21,0.03,0.03,6735.5,0.11,0.02,0.02,11.67,16.82,1,1035280000.0,0.0,82.242,75.8044,75.8044,-20.8279,12.0053,77.7957,12.0536,75.8044,11.7799,2.0,0.0571603,256.0,75.8044,12.4087
rf0378 ,0.01,0.34,0.02,0.01,0.17,0.05,12.97,0.08,13.02,-99.0,0.03,0.92408039,0.05,0.08,0.06,0.11,38.484495,0.06,0.22,13.79,12.1,15.44,13.95,15.04,0.53,1.64,-0.09,13.09,14.81,0.67,0.2,24.58,0.39,0.02,2.65,3.41,1.54,1.36,9.59,-99.0,6618.6,17.11,0.02,-19.9,2.39,14.65,0.2,0.03,0.03,6618.6,-99.0,0.2,0.02,13.22,16.45,1,5232390000.0,189885000.0,0.0,0.0,0.0,-19.901,0.0,0.0,0.0,0.0,11.4499,1.0,0.0,257.0,0.0,0.0
rf0379 ,0.01,0.22,0.02,0.01,0.34,0.04,15.17,0.08,-99.0,-99.0,0.03,0.81151086,0.05,0.47,0.88,0.11,38.670984,0.06,-99.0,15.18,10.08,17.13,15.52,16.85,0.35,1.45,-0.1,-99.0,16.67,0.58,0.19,21.06,-99.0,0.03,2.31,3.1,1.21,1.07,8.57,-99.0,6384.5,18.4,0.04,-18.01,2.25,16.56,0.2,0.03,0.04,6384.5,-99.0,0.67,0.03,15.1,17.88,1,2827040000.0,176690000.0,0.0,0.0,0.0,-18.0051,0.0,0.0,0.0,0.0,11.0179,1.0,0.0,259.0,0.0,0.0
rf0380 ,0.02,0.56,0.03,0.01,-99.0,0.06,11.39,0.11,11.44,-99.0,0.04,0.70867676,0.02,0.2,-99.0,0.15,39.098521,0.08,0.17,12.5,16.03,14.93,-99.0,14.31,0.88,2.33,-0.22,11.67,13.96,0.31,0.26,38.3,0.09,0.02,3.53,4.51,2.07,1.76,10.25,-99.0,6620.6,-99.0,0.02,-20.64,3.31,13.69,0.26,0.03,0.03,6620.6,-99.0,0.09,0.02,-99.0,16.19,1,13342200000.0,316666000.0,0.0,0.0,0.0,-20.6448,0.0,0.0,0.0,0.0,11.7089,1.0,0.0,261.0,0.0,0.0
rf0381 ,0.02,0.27,0.03,0.01,0.21,0.07,13.65,0.12,14.44,-99.0,0.05,-1.1244814,0.07,1.06,-99.0,0.16,39.37922,0.09,0.2,15.3,3.75,17.17,-99.0,16.83,0.44,1.62,-0.11,14.77,16.65,0.8,0.29,7.79,0.12,0.03,2.52,3.37,1.34,1.17,8.71,-99.0,6826.5,18.51,0.04,-18.2,2.47,16.49,0.3,0.04,0.05,6826.5,-99.0,0.5,0.03,14.93,18.08,1,898322000.0,99163500.0,0.0,0.0,0.0,-18.2034,0.0,0.0,0.0,0.0,11.0519,1.0,0.0,262.0,0.0,0.0
rf0382 ,0.02,0.75,0.03,0.01,0.14,0.07,12.67,0.13,12.63,-99.0,0.05,1.2225523,0.02,0.09,0.05,0.17,39.699318,0.09,0.03,14.05,2.85,16.26,13.99,15.46,1.1,2.45,-0.03,12.91,15.08,0.58,0.31,7.99,0.04,0.02,4.01,4.92,2.66,2.31,10.01,-99.0,6761.6,21.03,0.02,-19.56,3.37,14.8,0.32,0.04,0.04,6761.6,-99.0,0.52,0.02,12.9,17.97,1,352293000.0,0.0,0.0,0.0,0.0,-19.5582,0.0,0.0,0.0,0.0,11.3519,1.0,0.0,263.0,0.0,0.0
rf0383 ,0.02,0.76,0.03,0.01,0.01,0.08,11.97,0.14,11.86,-99.0,0.06,1.1434246,0.02,0.02,0.06,0.2,39.794073,0.11,0.05,12.86,6.49,15.88,13.49,15.06,1.13,2.7,-0.08,12.25,14.63,0.4,0.35,14.99,0.04,0.04,4.26,5.23,2.7,2.32,10.13,-99.0,6184.9,19.42,0.03,-19.78,3.67,14.3,0.36,0.05,0.03,6184.9,-99.0,0.07,0.02,12.31,17.43,1,318886000.0,0.0,0.0,0.0,0.0,-19.778,0.0,0.0,0.0,0.0,11.4139,1.0,0.0,264.0,0.0,0.0
rf0384 ,0.02,0.16,0.04,0.01,0.75,0.08,13.65,0.15,-99.0,-99.0,0.06,1.1048443,0.16,1.41,0.35,0.2,40.200382,0.11,-99.0,15.45,9.48,16.87,15.9,16.57,0.25,1.23,-0.03,14.98,16.4,0.75,0.36,18.87,0.27,0.02,2.08,2.78,1.1,1.01,8.67,-99.0,7135.9,-99.0,0.02,-18.55,1.93,16.2,0.37,0.05,0.03,7052.4,-99.0,0.28,0.02,16.48,17.76,0,2826650000.0,215592000.0,106.17,48.7811,48.7811,-20.0374,12.2938,90.5207,12.4323,48.7811,11.4919,3.0,0.0820273,265.0,48.7811,12.0418
rf0385 ,0.03,0.52,0.04,0.02,0.03,0.09,12.55,0.17,12.76,-99.0,0.07,1.2348803,0.03,0.45,0.07,0.23,40.395735,0.12,0.33,13.31,16.28,16.04,14.29,15.41,0.8,2.06,-0.08,12.35,14.97,0.25,0.41,45.48,0.24,0.05,3.11,3.98,1.85,1.57,9.79,-99.0,6563.2,-99.0,0.05,-19.57,2.92,14.87,0.42,0.05,0.03,6563.2,-99.0,0.49,0.03,13.14,17.1,1,5933530000.0,248959000.0,0.0,0.0,0.0,-19.5719,0.0,0.0,0.0,0.0,11.3549,1.0,0.0,267.0,0.0,0.0
rf0386 ,0.02,0.6,0.03,0.01,0.07,0.07,12.7,0.13,12.82,18.26,0.05,0.38281784,0.03,0.09,-99.0,0.17,40.557042,0.09,0.07,13.64,9.76,16.03,-99.0,15.41,0.91,2.17,-0.06,12.94,14.91,0.24,0.31,32.68,0.05,0.02,3.37,4.22,2.11,1.8,9.91,-99.0,6647.4,-99.0,0.03,-19.57,3.02,14.81,0.31,0.04,0.04,6647.4,0.16,0.08,0.02,13.1,17.23,1,458161000.0,75282500.0,0.0,0.0,0.0,-19.5744,0.0,0.0,0.0,0.0,11.3549,1.0,0.0,268.0,0.0,0.0
rf0387 ,0.02,0.4,0.03,0.01,0.29,0.07,14.03,0.13,13.65,-99.0,0.05,0.8778587,0.03,0.15,0.15,0.17,40.560175,0.09,0.13,15.07,8.02,16.88,15.4,16.42,0.61,1.81,-0.06,14.3,16.15,0.42,0.3,16.84,0.33,0.02,3.01,3.87,1.81,1.6,9.05,-99.0,6723.3,-99.0,0.02,-18.59,2.67,15.99,0.31,0.04,0.13,6723.3,-99.0,0.21,0.02,14.34,17.95,1,2960870000.0,304796000.0,0.0,0.0,0.0,-18.5881,0.0,0.0,0.0,0.0,11.1269,1.0,0.0,269.0,0.0,0.0
rf0388 ,0.02,0.52,0.03,0.01,0.03,0.07,12.93,0.12,12.59,18.66,0.05,0.17636765,0.04,0.03,0.04,0.17,41.006312,0.09,0.06,13.77,3.29,16.33,14.38,15.72,0.82,2.26,-0.14,12.83,15.4,0.76,0.3,7.17,0.37,0.02,3.5,4.5,2.06,1.76,9.53,-99.0,6819.0,-99.0,0.03,-19.32,3.26,15.13,0.3,0.04,0.05,6819.0,0.04,0.06,0.02,13.27,17.58,1,886527000.0,47985400.0,0.0,0.0,0.0,-19.316,0.0,0.0,0.0,0.0,11.2899,1.0,0.0,270.0,0.0,0.0
rf0389 ,0.02,0.67,0.03,0.01,0.11,0.07,13.74,0.12,13.91,20.01,0.05,0.34164463,0.02,0.27,0.15,0.16,41.06836,0.09,0.33,14.22,4.59,16.83,15.05,16.12,0.97,2.18,-0.04,14.06,15.74,0.67,0.29,14.93,0.07,0.03,3.55,4.31,2.34,2.04,9.57,-99.0,6652.4,-99.0,0.02,-18.85,2.94,15.51,0.3,0.04,0.08,6652.4,0.51,0.13,0.02,14.04,18.27,1,493707000.0,36834800.0,0.0,0.0,0.0,-18.8517,0.0,0.0,0.0,0.0,11.1849,1.0,0.0,271.0,0.0,0.0
rf0390 ,0.02,0.38,0.03,0.01,0.44,0.06,13.95,0.11,13.81,18.16,0.04,-0.24080703,0.04,0.19,-99.0,0.16,41.44843,0.08,0.23,14.74,10.82,16.41,-99.0,15.99,0.58,1.72,-0.16,14.04,15.74,0.8,0.28,25.46,0.55,0.03,2.77,3.55,1.63,1.43,9.39,-99.0,7005.8,-99.0,0.04,-19.09,2.5,15.51,0.29,0.04,0.06,7005.8,0.04,0.51,0.02,14.31,17.48,0,3202020000.0,194445000.0,0.0,0.0,0.0,-19.0908,0.0,0.0,0.0,0.0,11.2379,1.0,0.0,272.0,0.0,0.0
rf0391 ,0.02,0.37,0.03,0.01,0.22,0.07,15.16,0.12,-99.0,19.24,0.05,-0.012947108,0.05,0.62,0.26,0.16,41.519564,0.09,-99.0,-99.0,6.14,17.64,16.41,17.2,0.58,1.73,-0.09,-99.0,16.96,0.39,0.29,13.31,-99.0,0.02,2.75,3.55,1.59,1.39,8.83,-99.0,6953.5,-99.0,0.04,-17.87,2.53,16.78,0.29,0.04,0.06,6953.5,0.06,-99.0,0.02,15.39,18.73,1,2095880000.0,232875000.0,0.0,0.0,0.0,-17.8681,0.0,0.0,0.0,0.0,10.9909,1.0,0.0,273.0,0.0,0.0
